,labels,texts
110,joy,"""How happy am I!"" cried he; ""nobody was ever so lucky as I."""
111,joy,"Then up he got with a light heart, free from all his troubles, and walked on till he reached his mother""s house, and told her how very easy the road to good luck was."
0,neutral,"An aged count once lived in Switzerland, who had an only son, but he was stupid, and could learn nothing."
1,anger,"Then said the father: ""Hark you, my son, try as I will I can get nothing into your head."
2,sadness,"You must go from hence, I will give you into the care of a celebrated master, who shall see what he can do with you."""
3,neutral,"The youth was sent into a strange town, and remained a whole year with the master."
4,neutral,"At the end of this time, he came home again, and his father asked: ""Now, my son, what have you learnt?"""
5,neutral,"""Father, I have learnt what the dogs say when they bark."""
6,anger,"""Lord have mercy on us!"" cried the father; ""is that all you have learnt?"
7,anger,"I will send you into another town, to another master."""
8,neutral,"The youth was taken thither, and stayed a year with this master likewise."
9,neutral,"When he came back the father again asked: ""My son, what have you learnt?"""
10,neutral,"He answered: ""Father, I have learnt what the birds say."""
11,anger,"Then the father fell into a rage and said: ""Oh, you lost man, you have spent the precious time and learnt nothing; are you not ashamed to appear before my eyes?"
12,anger,"I will send you to a third master, but if you learn nothing this time also, I will no longer be your father."""
13,neutral,"The youth remained a whole year with the third master also, and when he came home again, and his father inquired: ""My son, what have you learnt?"" he answered: ""Dear father, I have this year learnt what the frogs croak."""
14,anger,"Then the father fell into the most furious anger, sprang up, called his people thither, and said: ""This man is no longer my son, I drive him forth, and command you to take him out into the forest, and kill him."""
15,sadness,"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token."
16,sadness,"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging."
17,fear,"""Yes,"" said the lord of the castle, ""if you will pass the night down there in the old tower, go thither; but I warn you, it is at the peril of your life, for it is full of wild dogs, which bark and howl without stopping, and at certain hours a man has to be given to them, whom they at once devour."""
18,sadness,"The whole district was in sorrow and dismay because of them, and yet no one could do anything to stop this."
19,neutral,"The youth, however, was without fear, and said: ""Just let me go down to the barking dogs, and give me something that I can throw to them; they will do nothing to harm me."""
20,neutral,"As he himself would have it so, they gave him some food for the wild animals, and led him down to the tower."
21,joy,"When he went inside, the dogs did not bark at him, but wagged their tails quite amicably around him, ate what he set before them, and did not hurt one hair of his head."
22,surprise,"Next morning, to the astonishment of everyone, he came out again safe and unharmed, and said to the lord of the castle: ""The dogs have revealed to me, in their own language, why they dwell there, and bring evil on the land."
23,neutral,"They are bewitched, and are obliged to watch over a great treasure which is below in the tower, and they can have no rest until it is taken away, and I have likewise learnt, from their discourse, how that is to be done."""
24,joy,"Then all who heard this rejoiced, and the lord of the castle said he would adopt him as a son if he accomplished it successfully."
25,joy,"He went down again, and as he knew what he had to do, he did it thoroughly, and brought a chest full of gold out with him."
26,joy,"The howling of the wild dogs was henceforth heard no more; they had disappeared, and the country was freed from the trouble."
27,neutral,After some time he took it in his head that he would travel to Rome.
28,neutral,"On the way he passed by a marsh, in which a number of frogs were sitting croaking."
29,sadness,"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad."
30,sadness,"At last he arrived in Rome, where the Pope had just died, and there was great doubt among the cardinals as to whom they should appoint as his successor."
31,neutral,They at length agreed that the person should be chosen as pope who should be distinguished by some divine and miraculous token.
32,surprise,"And just as that was decided on, the young count entered into the church, and suddenly two snow-white doves flew on his shoulders and remained sitting there."
33,surprise,"The ecclesiastics recognized therein the token from above, and asked him on the spot if he would be pope."
34,fear,"He was undecided, and knew not if he were worthy of this, but the doves counselled him to do it, and at length he said yes."
35,joy,"Then was he anointed and consecrated, and thus was fulfilled what he had heard from the frogs on his way, which had so affected him, that he was to be his Holiness the Pope."
36,joy,"Then he had to sing a mass, and did not know one word of it, but the two doves sat continually on his shoulders, and said it all in his ear."
0,neutral,IT was the month of May.
1,neutral,"The wind still blew cold; but from bush and tree, field and flower, came the welcome sound, ""Spring is come."""
2,neutral,Wild-flowers in profusion covered the hedges.
3,neutral,"Under the little apple-tree, Spring seemed busy, and told his tale from one of the branches which hung fresh and blooming, and covered with delicate pink blossoms that were just ready to open."
4,joy,"The branch well knew how beautiful it was; this knowledge exists as much in the leaf as in the blood; I was therefore not surprised when a nobleman's carriage, in which sat the young countess, stopped in the road just by."
5,joy,"She said that an apple-branch was a most lovely object, and an emblem of spring in its most charming aspect."
6,neutral,"Then the branch was broken off for her, and she held it in her delicate hand, and sheltered it with her silk parasol."
7,neutral,"Then they drove to the castle, in which were lofty halls and splendid drawing-rooms."
8,neutral,"Pure white curtains fluttered before the open windows, and beautiful flowers stood in shining, transparent vases; and in one of them, which looked as if it had been cut out of newly fallen snow, the apple-branch was placed, among some fresh, light twigs of beech."
9,neutral,It was a charming sight.
10,neutral,"Then the branch became proud, which was very much like human nature."
11,neutral,"People of every description entered the room, and, according to their position in society, so dared they to express their admiration."
12,neutral,"Some few said nothing, others expressed too much, and the apple-branch very soon got to understand that there was as much difference in the characters of human beings as in those of plants and flowers."
13,neutral,"Some are all for pomp and parade, others have a great deal to do to maintain their own importance, while the rest might be spared without much loss to society."
14,neutral,"So thought the apple-branch, as he stood before the open window, from which he could see out over gardens and fields, where there were flowers and plants enough for him to think and reflect upon; some rich and beautiful, some poor and humble indeed."
15,disgust,"""Poor, despised herbs,"" said the apple-branch; ""there is really a difference between them and such as I am."
16,neutral,"How unhappy they must be, if they can feel as those in my position do!"
17,neutral,"There is a difference indeed, and so there ought to be, or we should all be equals."""
18,sadness,"And the apple-branch looked with a sort of pity upon them, especially on a certain little flower that is found in fields and in ditches."
19,neutral,"No one bound these flowers together in a nosegay; they were too common; they were even known to grow between the paving-stones, shooting up everywhere, like bad weeds; and they bore the very ugly name of ""dog-flowers"" or ""dandelions."""
20,neutral,"""Poor, despised plants,"" said the apple-bough, ""it is not your fault that you are so ugly, and that you have such an ugly name; but it is with plants as with men,- there must be a difference."""
21,surprise,"""A difference!"" cried the sunbeam, as he kissed the blooming apple-branch, and then kissed the yellow dandelion out in the fields."
22,neutral,"All were brothers, and the sunbeam kissed them- the poor flowers as well as the rich."
23,neutral,"The apple-bough had never thought of the boundless love of God, which extends over all the works of creation, over everything which lives, and moves, and has its being in Him; he had never thought of the good and beautiful which are so often hidden, but can never remain forgotten by Him,- not only among the lower creation, but also among men."
24,neutral,"The sunbeam, the ray of light, knew better."
25,disgust,"""You do not see very far, nor very clearly,"" he said to the apple-branch."
26,disgust,"""Which is the despised plant you so specially pity?"""
27,neutral,"""The dandelion,"" he replied."
28,disgust,"""No one ever places it in a nosegay; it is often trodden under foot, there are so many of them; and when they run to seed, they have flowers like wool, which fly away in little pieces over the roads, and cling to the dresses of the people."
29,disgust,They are only weeds; but of course there must be weeds.
30,joy,"O, I am really very thankful that I was not made like one of these flowers."""
31,joy,"There came presently across the fields a whole group of children, the youngest of whom was so small that it had to be carried by the others; and when he was seated on the grass, among the yellow flowers, he laughed aloud with joy, kicked out his little legs, rolled about, plucked the yellow flowers, and kissed them in childlike innocence."
32,neutral,"The elder children broke off the flowers with long stems, bent the stalks one round the other, to form links, and made first a chain for the neck, then one to go across the shoulders, and hang down to the waist, and at last a wreath to wear round the head, so that they looked quite splendid in their garlands of green stems and golden flowers."
33,neutral,"But the eldest among them gathered carefully the faded flowers, on the stem of which was grouped together the seed, in the form of a white feathery coronal."
34,neutral,"These loose, airy wool-flowers are very beautiful, and look like fine snowy feathers or down."
35,neutral,"The children held them to their mouths, and tried to blow away the whole coronal with one puff of the breath."
36,neutral,They had been told by their grandmothers that who ever did so would be sure to have new clothes before the end of the year.
37,neutral,The despised flower was by this raised to the position of a prophet or foreteller of events.
38,joy,"""Do you see,"" said the sunbeam, ""do you see the beauty of these flowers? do you see their powers of giving pleasure?"""
39,neutral,"""Yes, to children,"" said the apple-bough."
40,neutral,"By-and-by an old woman came into the field, and, with a blunt knife without a handle, began to dig round the roots of some of the dandelion-plants, and pull them up."
41,neutral,"With some of these she intended to make tea for herself; but the rest she was going to sell to the chemist, and obtain some money."
42,neutral,"""But beauty is of higher value than all this,"" said the apple-tree branch; ""only the chosen ones can be admitted into the realms of the beautiful."
43,neutral,"There is a difference between plants, just as there is a difference between men."""
44,neutral,"Then the sunbeam spoke of the boundless love of God, as seen in creation, and over all that lives, and of the equal distribution of His gifts, both in time and in eternity."
45,neutral,"""That is your opinion,"" said the apple-bough."
46,neutral,"Then some people came into the room, and, among them, the young countess,- the lady who had placed the apple-bough in the transparent vase, so pleasantly beneath the rays of the sunlight."
47,neutral,She carried in her hand something that seemed like a flower.
48,neutral,"The object was hidden by two or three great leaves, which covered it like a shield, so that no draught or gust of wind could injure it, and it was carried more carefully than the apple-branch had ever been."
49,neutral,"Very cautiously the large leaves were removed, and there appeared the feathery seed-crown of the despised dandelion."
50,neutral,"This was what the lady had so carefully plucked, and carried home so safely covered, so that not one of the delicate feathery arrows of which its mist-like shape was so lightly formed, should flutter away."
51,neutral,"She now drew it forth quite uninjured, and wondered at its beautiful form, and airy lightness, and singular construction, so soon to be blown away by the wind."
52,joy,"""See,"" she exclaimed, ""how wonderfully God has made this little flower."
53,joy,I will paint it with the apple-branch together.
54,neutral,"Every one admires the beauty of the apple-bough; but this humble flower has been endowed by Heaven with another kind of loveliness; and although they differ in appearance, both are the children of the realms of beauty."""
55,neutral,"Then the sunbeam kissed the lowly flower, and he kissed the blooming apple-branch, upon whose leaves appeared a rosy blush."
0,sadness,"There was once a shoemaker, who worked very hard and was very honest: but still he could not earn enough to live upon; and at last all he had in the world was gone, save just leather enough to make one pair of shoes."
1,neutral,"Then he cut his leather out, all ready to make up the next day, meaning to rise early in the morning to his work."
2,joy,"His conscience was clear and his heart light amidst all his troubles; so he went peaceably to bed, left all his cares to Heaven, and soon fell asleep."
3,surprise,"In the morning after he had said his prayers, he sat himself down to his work; when, to his great wonder, there stood the shoes all ready made, upon the table."
4,surprise,The good man knew not what to say or think at such an odd thing happening.
5,joy,"He looked at the workmanship; there was not one false stitch in the whole job; all was so neat and true, that it was quite a masterpiece."
6,neutral,"The same day a customer came in, and the shoes suited him so well that he willingly paid a price higher than usual for them; and the poor shoemaker, with the money, bought leather enough to make two pairs more."
7,neutral,"In the evening he cut out the work, and went to bed early, that he might get up and begin betimes next day; but he was saved all the trouble, for when he got up in the morning the work was done ready to his hand."
8,neutral,"Soon in came buyers, who paid him handsomely for his goods, so that he bought leather enough for four pair more."
9,neutral,"He cut out the work again overnight and found it done in the morning, as before; and so it went on for some time: what was got ready in the evening was always done by daybreak, and the good man soon became thriving and well off again."
10,neutral,"One evening, about Christmas-time, as he and his wife were sitting over the fire chatting together, he said to her, ""I should like to sit up and watch tonight, that we may see who it is that comes and does my work for me."""
11,neutral,"The wife liked the thought; so they left a light burning, and hid themselves in a corner of the room, behind a curtain that was hung up there, and watched what would happen."
12,surprise,"As soon as it was midnight, there came in two little naked dwarfs; and they sat themselves upon the shoemaker""s bench, took up all the work that was cut out, and began to ply with their little fingers, stitching and rapping and tapping away at such a rate, that the shoemaker was all wonder, and could not take his eyes off them."
13,neutral,"And on they went, till the job was quite done, and the shoes stood ready for use upon the table."
14,neutral,This was long before daybreak; and then they bustled away as quick as lightning.
15,neutral,The next day the wife said to the shoemaker.
16,joy,"""These little wights have made us rich, and we ought to be thankful to them, and do them a good turn if we can."
17,neutral,"I am quite sorry to see them run about as they do; and indeed it is not very decent, for they have nothing upon their backs to keep off the cold."
18,neutral,"I""ll tell you what, I will make each of them a shirt, and a coat and waistcoat, and a pair of pantaloons into the bargain; and do you make each of them a little pair of shoes."""
19,joy,"The thought pleased the good cobbler very much; and one evening, when all the things were ready, they laid them on the table, instead of the work that they used to cut out, and then went and hid themselves, to watch what the little elves would do."
20,joy,"About midnight in they came, dancing and skipping, hopped round the room, and then went to sit down to their work as usual; but when they saw the clothes lying for them, they laughed and chuckled, and seemed mightily delighted."
21,joy,"Then they dressed themselves in the twinkling of an eye, and danced and capered and sprang about, as merry as could be; till at last they danced out at the door, and away over the green."
22,joy,"The good couple saw them no more; but everything went well with them from that time forward, as long as they lived."
0,neutral,"There was once a queen who had a little daughter, still too young to run alone."
1,anger,"One day the child was very troublesome, and the mother could not quiet it, do what she would."
2,anger,"She grew impatient, and seeing the ravens flying round the castle, she opened the window, and said: ""I wish you were a raven and would fly away, then I should have a little peace."""
3,surprise,"Scarcely were the words out of her mouth, when the child in her arms was turned into a raven, and flew away from her through the open window."
4,neutral,"The bird took its flight to a dark wood and remained there for a long time, and meanwhile the parents could hear nothing of their child."
5,neutral,"Long after this, a man was making his way through the wood when he heard a raven calling, and he followed the sound of the voice."
6,neutral,"As he drew near, the raven said, ""I am by birth a king""s daughter, but am now under the spell of some enchantment; you can, however, set me free."""
7,surprise,"""What am I to do?"" he asked."
8,neutral,"She replied, ""Go farther into the wood until you come to a house, wherein lives an old woman; she will offer you food and drink, but you must not take of either; if you do, you will fall into a deep sleep, and will not be able to help me."
9,neutral,"In the garden behind the house is a large tan-heap, and on that you must stand and watch for me."
10,neutral,"I shall drive there in my carriage at two o""clock in the afternoon for three successive days; the first day it will be drawn by four white, the second by four chestnut, and the last by four black horses; but if you fail to keep awake and I find you sleeping, I shall not be set free."""
11,neutral,"The man promised to do all that she wished, but the raven said, ""Alas!"
12,sadness,"I know even now that you will take something from the woman and be unable to save me."""
13,neutral,The man assured her again that he would on no account touch a thing to eat or drink.
14,neutral,"When he came to the house and went inside, the old woman met him, and said, ""Poor man! how tired you are!"
15,neutral,"Come in and rest and let me give you something to eat and drink."""
16,disgust,"""No,"" answered the man, ""I will neither eat not drink."""
17,neutral,"But she would not leave him alone, and urged him saying, ""If you will not eat anything, at least you might take a draught of wine; one drink counts for nothing,"" and at last he allowed himself to be persuaded, and drank."
18,neutral,"As it drew towards the appointed hour, he went outside into the garden and mounted the tan-heap to await the raven."
19,surprise,"Suddenly a feeling of fatigue came over him, and unable to resist it, he lay down for a little while, fully determined, however, to keep awake; but in another minute his eyes closed of their own accord, and he fell into such a deep sleep, that all the noises in the world would not have awakened him."
20,sadness,"At two o""clock the raven came driving along, drawn by her four white horses; but even before she reached the spot, she said to herself, sighing, ""I know he has fallen asleep."""
21,sadness,"When she entered the garden, there she found him as she had feared, lying on the tan-heap, fast asleep."
22,anger,"She got out of her carriage and went to him; she called him and shook him, but it was all in vain, he still continued sleeping."
23,neutral,"The next day at noon, the old woman came to him again with food and drink which he at first refused."
24,surprise,"At last, overcome by her persistent entreaties that he would take something, he lifted the glass and drank again."
25,neutral,"Towards two o""clock he went into the garden and on to the tan-heap to watch for the raven."
26,neutral,"He had not been there long before he began to feel so tired that his limbs seemed hardly able to support him, and he could not stand upright any longer; so again he lay down and fell fast asleep."
27,disgust,"As the raven drove along her four chestnut horses, she said sorrowfully to herself, ""I know he has fallen asleep."""
28,sadness,"She went as before to look for him, but he slept, and it was impossible to awaken him."
29,neutral,"The following day the old woman said to him, ""What is this?"
30,anger,"You are not eating or drinking anything, do you want to kill yourself?"""
31,neutral,"He answered, ""I may not and will not either eat or drink."""
32,neutral,"But she put down the dish of food and the glass of wine in front of him, and when he smelt the wine, he was unable to resist the temptation, and took a deep draught."
33,neutral,"When the hour came round again he went as usual on to the tan-heap in the garden to await the king""s daughter, but he felt even more overcome with weariness than on the two previous days, and throwing himself down, he slept like a log."
34,neutral,"At two o""clock the raven could be seen approaching, and this time her coachman and everything about her, as well as her horses, were black."
35,sadness,"She was sadder than ever as she drove along, and said mournfully, ""I know he has fallen asleep, and will not be able to set me free."""
36,sadness,"She found him sleeping heavily, and all her efforts to awaken him were of no avail."
37,neutral,"Then she placed beside him a loaf, and some meat, and a flask of wine, of such a kind, that however much he took of them, they would never grow less."
38,neutral,"After that she drew a gold ring, on which her name was engraved, off her finger, and put it upon one of his."
39,neutral,"Finally, she laid a letter near him, in which, after giving him particulars of the food and drink she had left for him, she finished with the following words: ""I see that as long as you remain here you will never be able to set me free; if, however, you still wish to do so, come to the golden castle of Stromberg; this is well within your power to accomplish."""
40,neutral,She then returned to her carriage and drove to the golden castle of Stromberg.
41,sadness,"When the man awoke and found that he had been sleeping, he was grieved at heart, and said, ""She has no doubt been here and driven away again, and it is now too late for me to save her."""
42,neutral,"Then his eyes fell on the things which were lying beside him; he read the letter, and knew from it all that had happened."
43,surprise,"He rose up without delay, eager to start on his way and to reach the castle of Stromberg, but he had no idea in which direction he ought to go."
44,fear,"He travelled about a long time in search of it and came at last to a dark forest, through which he went on walking for fourteen days and still could not find a way out."
45,neutral,"Once more the night came on, and worn out he lay down under a bush and fell asleep."
46,surprise,"Again the next day he pursued his way through the forest, and that evening, thinking to rest again, he lay down as before, but he heard such a howling and wailing that he found it impossible to sleep."
47,surprise,"He waited till it was darker and people had begun to light up their houses, and then seeing a little glimmer ahead of him, he went towards it."
48,surprise,"He found that the light came from a house which looked smaller than it really was, from the contrast of its height with that of an immense giant who stood in front of it."
49,fear,"He thought to himself, ""If the giant sees me going in, my life will not be worth much."""
50,fear,"However, after a while he summoned up courage and went forward."
51,joy,"When the giant saw him, he called out, ""It is lucky for that you have come, for I have not had anything to eat for a long time."
52,joy,"I can have you now for my supper."""
53,fear,"""I would rather you let that alone,"" said the man, ""for I do not willingly give myself up to be eaten; if you are wanting food I have enough to satisfy your hunger."""
54,joy,"""If that is so,"" replied the giant, ""I will leave you in peace; I only thought of eating you because I had nothing else."""
55,neutral,"So they went indoors together and sat down, and the man brought out the bread, meat, and wine, which although he had eaten and drunk of them, were still unconsumed."
56,joy,"The giant was pleased with the good cheer, and ate and drank to his heart""s content."
57,neutral,When he had finished his supper the man asked him if he could direct him to the castle of Stromberg.
58,neutral,"The giant said, ""I will look on my map; on it are marked all the towns, villages, and houses."""
59,neutral,"So he fetched his map, and looked for the castle, but could not find it."
60,disgust,"""Never mind,"" he said, ""I have larger maps upstairs in the cupboard, we will look on those,"" but they searched in vain, for the castle was not marked even on these."
61,neutral,"The man now thought he should like to continue his journey, but the giant begged him to remain for a day or two longer until the return of his brother, who was away in search of provisions."
62,neutral,"When the brother came home, they asked him about the castle of Stromberg, and he told them he would look on his own maps as soon as he had eaten and appeased his hunger."
63,disgust,"Accordingly, when he had finished his supper, they all went up together to his room and looked through his maps, but the castle was not to be found."
64,sadness,"Then he fetched other older maps, and they went on looking for the castle until at last they found it, but it was many thousand miles away."
65,sadness,"""How shall I be able to get there?"" asked the man."
66,surprise,"""I have two hours to spare,"" said the giant, ""and I will carry you into the neighbourhood of the castle; I must then return to look after the child who is in our care."""
67,neutral,"The giant, thereupon, carried the man to within about a hundred leagues of the castle, where he left him, saying, ""You will be able to walk the remainder of the way yourself."""
68,neutral,The man journeyed on day and night till he reached the golden castle of Stromberg.
69,neutral,"He found it situated, however, on a glass mountain, and looking up from the foot he saw the enchanted maiden drive round her castle and then go inside."
70,joy,"He was overjoyed to see her, and longed to get to the top of the mountain, but the sides were so slippery that every time he attempted to climb he fell back again."
71,sadness,"When he saw that it was impossible to reach her, he was greatly grieved, and said to himself, ""I will remain here and wait for her,"" so he built himself a little hut, and there he sat and watched for a whole year, and every day he saw the king""s daughter driving round her castle, but still was unable to get nearer to her."
72,neutral,"Looking out from his hut one day he saw three robbers fighting and he called out to them, ""God be with you."""
73,anger,"They stopped when they heard the call, but looking round and seeing nobody, they went on again with their fighting, which now became more furious."
74,anger,"""God be with you,"" he cried again, and again they paused and looked about, but seeing no one went back to their fighting."
75,neutral,"A third time he called out, ""God be with you,"" and then thinking he should like to know the cause of dispute between the three men, he went out and asked them why they were fighting so angrily with one another."
76,neutral,"One of them said that he had found a stick, and that he had but to strike it against any door through which he wished to pass, and it immediately flew open."
77,neutral,"Another told him that he had found a cloak which rendered its wearer invisible; and the third had caught a horse which would carry its rider over any obstacle, and even up the glass mountain."
78,neutral,"They had been unable to decide whether they would keep together and have the things in common, or whether they would separate."
79,surprise,"On hearing this, the man said, ""I will give you something in exchange for those three things; not money, for that I have not got, but something that is of far more value."
80,neutral,"I must first, however, prove whether all you have told me about your three things is true."""
81,neutral,"The robbers, therefore, made him get on the horse, and handed him the stick and the cloak, and when he had put this round him he was no longer visible."
82,joy,"Then he fell upon them with the stick and beat them one after another, crying, ""There, you idle vagabonds, you have got what you deserve; are you satisfied now!"""
83,neutral,After this he rode up the glass mountain.
84,neutral,"When he reached the gate of the castle, he found it closed, but he gave it a blow with his stick, and it flew wide open at once and he passed through."
85,neutral,"He mounted the steps and entered the room where the maiden was sitting, with a golden goblet full of wine in front of her."
86,neutral,She could not see him for he still wore his cloak.
87,neutral,"He took the ring which she had given him off his finger, and threw it into the goblet, so that it rang as it touched the bottom."
88,surprise,"""That is my own ring,"" she exclaimed, ""and if that is so the man must also be here who is coming to set me free."""
89,neutral,"She sought for him about the castle, but could find him nowhere."
90,neutral,Meanwhile he had gone outside again and mounted his horse and thrown off the cloak.
91,joy,"When therefore she came to the castle gate she saw him, and cried aloud for joy."
92,joy,"Then he dismounted and took her in his arms; and she kissed him, and said, ""Now you have indeed set me free, and tomorrow we will celebrate our marriage."""
0,neutral,"ON the last house in a little village the storks had built a nest, and the mother stork sat in it with her four young ones, who stretched out their necks and pointed their black beaks, which had not yet turned red like those of the parent birds."
1,neutral,"A little way off, on the edge of the roof, stood the father stork, quite upright and stiff; not liking to be quite idle, he drew up one leg, and stood on the other, so still that it seemed almost as if he were carved in wood."
2,joy,"""It must look very grand,"" thought he, ""for my wife to have a sentry guarding her nest."
3,neutral,"They do not know that I am her husband; they will think I have been commanded to stand here, which is quite aristocratic;"" and so he continued standing on one leg."
4,neutral,"In the street below were a number of children at play, and when they caught sight of the storks, one of the boldest amongst the boys began to sing a song about them, and very soon he was joined by the rest."
5,neutral,"These are the words of the song, but each only sang what he could remember of them in his own way."
6,neutral,"""Stork, stork, fly away, Stand not on one leg, I pray, See your wife is in her nest, With her little ones at rest."
7,neutral,"They will hang one, And fry another; They will shoot a third, And roast his brother."""
8,fear,"""Just hear what those boys are singing,"" said the young storks; ""they say we shall be hanged and roasted."""
9,disgust,"""Never mind what they say; you need not listen,"" said the mother."
10,neutral,"""They can do no harm."""
11,disgust,"But the boys went on singing and pointing at the storks, and mocking at them, excepting one of the boys whose name was Peter; he said it was a shame to make fun of animals, and would not join with them at all."
12,neutral,"The mother stork comforted her young ones, and told them not to mind."
13,neutral,"""See,"" she said, ""How quiet your father stands, although he is only on one leg."""
14,fear,"""But we are very much frightened,"" said the young storks, and they drew back their heads into the nests."
15,neutral,"The next day when the children were playing together, and saw the storks, they sang the song again-"
16,neutral,"""They will hang one, And roast another."""
17,fear,"""Shall we be hanged and roasted?"" asked the young storks."
18,disgust,"""No, certainly not,"" said the mother."
19,neutral,"""I will teach you to fly, and when you have learnt, we will fly into the meadows, and pay a visit to the frogs, who will bow themselves to us in the water, and cry 'Croak, croak,' and then we shall eat them up; that will be fun."""
20,neutral,"""And what next?"" asked the young storks."
21,neutral,"""Then,"" replied the mother, ""all the storks in the country will assemble together, and go through their autumn manoeuvres, so that it is very important for every one to know how to fly properly."
22,neutral,"If they do not, the general will thrust them through with his beak, and kill them."
23,neutral,"Therefore you must take pains and learn, so as to be ready when the drilling begins."""
24,surprise,"""Then we may be killed after all, as the boys say; and hark! they are singing again."""
25,disgust,"""Listen to me, and not to them,"" said the mother stork."
26,neutral,"""After the great review is over, we shall fly away to warm countries far from hence, where there are mountains and forests."
27,neutral,"To Egypt, where we shall see three-cornered houses built of stone, with pointed tops that reach nearly to the clouds."
28,neutral,"They are called Pyramids, and are older than a stork could imagine; and in that country, there is a river that overflows its banks, and then goes back, leaving nothing but mire; there we can walk about, and eat frogs in abundance."""
29,surprise,"""Oh, o- h!"" cried the young storks."
30,neutral,"""Yes, it is a delightful place; there is nothing to do all day long but eat, and while we are so well off out there, in this country there will not be a single green leaf on the trees, and the weather will be so cold that the clouds will freeze, and fall on the earth in little white rags."""
31,neutral,"The stork meant snow, but she could not explain it in any other way."
32,neutral,"""Will the naughty boys freeze and fall in pieces?"" asked the young storks."
33,neutral,"""No, they will not freeze and fall into pieces,"" said the mother, ""but they will be very cold, and be obliged to sit all day in a dark, gloomy room, while we shall be flying about in foreign lands, where there are blooming flowers and warm sunshine."""
34,neutral,"Time passed on, and the young storks grew so large that they could stand upright in the nest and look about them."
35,neutral,"The father brought them, every day, beautiful frogs, little snakes, and all kinds of stork-dainties that he could find."
36,neutral,"And then, how funny it was to see the tricks he would perform to amuse them."
37,neutral,"He would lay his head quite round over his tail, and clatter with his beak, as if it had been a rattle; and then he would tell them stories all about the marshes and fens."
38,neutral,"""Come,"" said the mother one day, ""Now you must learn to fly."""
39,neutral,And all the four young ones were obliged to come out on the top of the roof.
40,neutral,"Oh, how they tottered at first, and were obliged to balance themselves with their wings, or they would have fallen to the ground below."
41,neutral,"""Look at me,"" said the mother, ""you must hold your heads in this way, and place your feet so."
42,neutral,"Once, twice, once, twice- that is it."
43,neutral,"Now you will be able to take care of yourselves in the world."""
44,neutral,"Then she flew a little distance from them, and the young ones made a spring to follow her; but down they fell plump, for their bodies were still too heavy."
45,anger,"""I don't want to fly,"" said one of the young storks, creeping back into the nest."
46,anger,"""I don't care about going to warm countries."""
47,disgust,"""Would you like to stay here and freeze when the winter comes?"" said the mother, ""or till the boys comes to hang you, or to roast you?- Well then, I'll call them."""
48,fear,"""Oh no, no,"" said the young stork, jumping out on the roof with the others; and now they were all attentive, and by the third day could fly a little."
49,neutral,"Then they began to fancy they could soar, so they tried to do so, resting on their wings, but they soon found themselves falling, and had to flap their wings as quickly as possible."
50,neutral,The boys came again in the street singing their song:-
51,neutral,"""Stork, stork, fly away."""
52,anger,"""Shall we fly down, and pick their eyes out?"" asked the young storks."
53,neutral,"""No; leave them alone,"" said the mother."
54,neutral,"""Listen to me; that is much more important."
55,neutral,Now then.
56,neutral,One-two-three.
57,neutral,Now to the right.
58,neutral,One-two-three.
59,neutral,"Now to the left, round the chimney."
60,neutral,"There now, that was very good."
61,joy,"That last flap of the wings was so easy and graceful, that I shall give you permission to fly with me to-morrow to the marshes."
62,neutral,"There will be a number of very superior storks there with their families, and I expect you to show them that my children are the best brought up of any who may be present."
63,joy,"You must strut about proudly- it will look well and make you respected."""
64,anger,"""But may we not punish those naughty boys?"" asked the young storks."
65,neutral,"""No; let them scream away as much as they like."
66,neutral,"You can fly from them now up high amid the clouds, and will be in the land of the pyramids when they are freezing, and have not a green leaf on the trees or an apple to eat."""
67,anger,"""We will revenge ourselves,"" whispered the young storks to each other, as they again joined the exercising."
68,neutral,"Of all the boys in the street who sang the mocking song about the storks, not one was so determined to go on with it as he who first began it."
69,neutral,Yet he was a little fellow not more than six years old.
70,neutral,"To the young storks he appeared at least a hundred, for he was so much bigger than their father and mother."
71,neutral,"To be sure, storks cannot be expected to know how old children and grown-up people are."
72,neutral,"So they determined to have their revenge on this boy, because he began the song first and would keep on with it."
73,anger,"The young storks were very angry, and grew worse as they grew older; so at last their mother was obliged to promise that they should be revenged, but not until the day of their departure."
74,neutral,"""We must see first, how you acquit yourselves at the grand review,"" said she."
75,neutral,"""If you get on badly there, the general will thrust his beak through you, and you will be killed, as the boys said, though not exactly in the same manner."
76,neutral,"So we must wait and see."""
77,neutral,"""You shall see,"" said the young birds, and then they took such pains and practised so well every day, that at last it was quite a pleasure to see them fly so lightly and prettily."
78,neutral,"As soon as the autumn arrived, all the storks began to assemble together before taking their departure for warm countries during the winter."
79,neutral,Then the review commenced.
80,neutral,"They flew over forests and villages to show what they could do, for they had a long journey before them."
81,neutral,"The young storks performed their part so well that they received a mark of honor, with frogs and snakes as a present."
82,neutral,"These presents were the best part of the affair, for they could eat the frogs and snakes, which they very quickly did."
83,joy,"""Now let us have our revenge,"" they cried."
84,joy,"""Yes, certainly,"" cried the mother stork."
85,joy,"""I have thought upon the best way to be revenged."
