,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,Month,Year
992,1,2009-09-06,77,61,69.0,59,63.0,0.0,4.0,0.03,9,2009
993,2,2009-09-06,77,66,71.5,59,64.0,0.0,7.0,0.0,9,2009
994,1,2009-09-07,77,59,68.0,59,62.0,0.0,3.0,0.0,9,2009
995,2,2009-09-07,77,63,70.0,59,63.0,0.0,5.0,0.0,9,2009
996,1,2009-09-08,78,60,69.0,60,63.0,0.0,4.0,0.0,9,2009
997,2,2009-09-08,78,62,70.0,62,65.0,0.0,5.0,0.0,9,2009
998,1,2009-09-09,78,65,71.5,63,65.0,0.0,7.0,0.0,9,2009
999,2,2009-09-09,77,68,72.5,63,66.0,0.0,8.0,0.0,9,2009
1000,1,2009-09-10,81,64,72.5,62,65.0,0.0,8.0,0.0,9,2009
1001,2,2009-09-10,80,65,72.5,62,66.0,0.0,8.0,0.0,9,2009
1002,1,2009-09-11,80,61,70.5,59,63.0,0.0,6.0,0.0,9,2009
1003,2,2009-09-11,78,64,71.0,59,64.0,0.0,6.0,0.0,9,2009
1004,1,2009-09-12,79,58,68.5,60,63.0,0.0,4.0,0.0,9,2009
1005,2,2009-09-12,78,61,69.5,61,64.0,0.0,5.0,0.0,9,2009
1006,1,2009-09-13,80,58,69.0,54,60.0,0.0,4.0,0.0,9,2009
1007,2,2009-09-13,79,57,68.0,55,61.0,0.0,3.0,0.01,9,2009
1008,1,2009-09-14,84,58,71.0,55,61.0,0.0,6.0,0.0,9,2009
1009,2,2009-09-14,84,59,71.5,56,62.0,0.0,7.0,0.0,9,2009
1010,1,2009-09-15,82,64,73.0,59,63.0,0.0,8.0,0.0,9,2009
1011,2,2009-09-15,83,63,73.0,58,64.0,0.0,8.0,0.0,9,2009
1012,1,2009-09-16,71,59,65.0,54,59.0,0.0,0.0,0.0,9,2009
1013,2,2009-09-16,72,62,67.0,54,60.0,0.0,2.0,0.0,9,2009
1014,1,2009-09-17,72,50,61.0,52,56.0,4.0,0.0,0.0,9,2009
1015,2,2009-09-17,71,54,62.5,51,57.0,2.0,0.0,0.0,9,2009
1016,1,2009-09-18,79,50,64.5,55,59.0,0.0,0.0,0.0,9,2009
1017,2,2009-09-18,79,52,65.5,55,59.0,0.0,1.0,0.0,9,2009
1018,1,2009-09-19,76,55,65.5,55,59.0,0.0,1.0,0.0,9,2009
1019,2,2009-09-19,75,58,66.5,55,60.0,0.0,2.0,0.0,9,2009
1020,1,2009-09-20,73,54,63.5,56,60.0,1.0,0.0,0.75,9,2009
1021,2,2009-09-20,71,54,62.5,56,60.0,2.0,0.0,0.44,9,2009
1022,1,2009-09-21,67,60,63.5,59,61.0,1.0,0.0,0.0,9,2009
1023,2,2009-09-21,69,63,66.0,60,62.0,0.0,1.0,0.0,9,2009
1024,1,2009-09-22,77,59,68.0,65,67.0,0.0,3.0,0.0,9,2009
1025,2,2009-09-22,76,63,69.5,65,67.0,0.0,5.0,0.04,9,2009
1026,1,2009-09-23,76,62,69.0,62,64.0,0.0,4.0,0.0,9,2009
1027,2,2009-09-23,76,62,69.0,63,64.0,0.0,4.0,0.0,9,2009
1028,1,2009-09-24,73,64,68.5,63,65.0,0.0,4.0,0.0,9,2009
1029,2,2009-09-24,71,64,67.5,62,64.0,0.0,3.0,0.0,9,2009
1030,1,2009-09-25,70,60,65.0,57,60.0,0.0,0.0,0.16,9,2009
1031,2,2009-09-25,70,60,65.0,57,60.0,0.0,0.0,0.02,9,2009
1032,1,2009-09-26,69,55,62.0,56,59.0,3.0,0.0,0.0,9,2009
1033,2,2009-09-26,66,56,61.0,56,59.0,4.0,0.0,0.0,9,2009
1034,1,2009-09-27,74,50,62.0,53,57.0,3.0,0.0,0.08,9,2009
1035,2,2009-09-27,74,53,63.5,53,58.0,1.0,0.0,0.48,9,2009
1036,1,2009-09-28,62,49,55.5,42,49.0,9.0,0.0,0.01,9,2009
1037,2,2009-09-28,63,50,56.5,42,49.0,8.0,0.0,0.0,9,2009
1038,1,2009-09-29,60,48,54.0,42,48.0,11.0,0.0,0.0,9,2009
1039,2,2009-09-29,58,48,53.0,42,48.0,12.0,0.0,0.0,9,2009
1040,1,2009-09-30,62,47,54.5,40,47.0,10.0,0.0,0.0,9,2009
1041,2,2009-09-30,61,49,55.0,42,48.0,10.0,0.0,0.0,9,2009
1042,1,2009-10-01,59,41,50.0,46,49.0,15.0,0.0,0.89,10,2009
1043,2,2009-10-01,59,44,51.5,46,49.0,13.0,0.0,0.59,10,2009
1044,1,2009-10-02,56,47,51.5,46,48.0,13.0,0.0,0.21,10,2009
1045,2,2009-10-02,56,48,52.0,46,48.0,13.0,0.0,0.17,10,2009
1046,1,2009-10-03,57,47,52.0,47,49.0,13.0,0.0,0.11,10,2009
1047,2,2009-10-03,58,47,52.5,47,49.0,12.0,0.0,0.03,10,2009
1048,1,2009-10-04,60,45,52.5,43,47.0,12.0,0.0,0.0,10,2009
1049,2,2009-10-04,61,45,53.0,42,47.0,12.0,0.0,0.0,10,2009
1050,1,2009-10-05,62,43,52.5,42,47.0,12.0,0.0,0.0,10,2009
1051,2,2009-10-05,61,42,51.5,42,47.0,13.0,0.0,0.0,10,2009
1052,1,2009-10-06,61,49,55.0,47,51.0,10.0,0.0,0.03,10,2009
1053,2,2009-10-06,62,49,55.5,46,50.0,9.0,0.0,0.05,10,2009
1054,1,2009-10-07,60,45,52.5,39,46.0,12.0,0.0,0.0,10,2009
1055,2,2009-10-07,60,45,52.5,39,46.0,12.0,0.0,0.0,10,2009
1056,1,2009-10-08,53,45,49.0,46,48.0,16.0,0.0,0.12,10,2009
1057,2,2009-10-08,54,47,50.5,46,49.0,14.0,0.0,0.14,10,2009
1058,1,2009-10-09,52,39,45.5,43,45.0,19.0,0.0,0.46,10,2009
1059,2,2009-10-09,52,40,46.0,44,46.0,19.0,0.0,0.43,10,2009
1060,1,2009-10-10,48,31,39.5,30,35.0,25.0,0.0,0.0,10,2009
1061,2,2009-10-10,48,33,40.5,30,36.0,24.0,0.0,0.0,10,2009
1062,1,2009-10-11,44,29,36.5,22,32.0,28.0,0.0,0.0,10,2009
1063,2,2009-10-11,45,29,37.0,23,33.0,28.0,0.0,0.0,10,2009
1064,1,2009-10-12,48,41,44.5,36,41.0,20.0,0.0,0.02,10,2009
1065,2,2009-10-12,49,42,45.5,34,40.0,19.0,0.0,0.0,10,2009
1066,1,2009-10-13,47,34,40.5,32,38.0,24.0,0.0,0.0,10,2009
1067,2,2009-10-13,48,36,42.0,32,39.0,23.0,0.0,0.0,10,2009
1068,1,2009-10-14,48,42,45.0,36,41.0,20.0,0.0,0.03,10,2009
1069,2,2009-10-14,48,42,45.0,36,41.0,20.0,0.0,0.03,10,2009
1070,1,2009-10-15,44,41,42.5,38,40.0,22.0,0.0,0.29,10,2009
1071,2,2009-10-15,44,41,42.5,38,40.0,22.0,0.0,0.33,10,2009
1072,1,2009-10-16,45,39,42.0,36,39.0,23.0,0.0,0.04,10,2009
1073,2,2009-10-16,46,40,43.0,36,40.0,22.0,0.0,0.08,10,2009
1074,1,2009-10-17,52,36,44.0,33,39.0,21.0,0.0,0.0,10,2009
1075,2,2009-10-17,52,39,45.5,34,40.0,19.0,0.0,0.01,10,2009
1076,1,2009-10-18,53,31,42.0,33,39.0,23.0,0.0,0.0,10,2009
1077,2,2009-10-18,53,33,43.0,33,40.0,22.0,0.0,0.0,10,2009
1078,1,2009-10-19,65,44,54.5,41,47.0,10.0,0.0,0.0,10,2009
1079,2,2009-10-19,66,43,54.5,40,47.0,10.0,0.0,0.0,10,2009
1080,1,2009-10-20,62,48,55.0,48,52.0,10.0,0.0,0.03,10,2009
1081,2,2009-10-20,64,51,57.5,47,52.0,7.0,0.0,0.05,10,2009
1082,1,2009-10-21,69,55,62.0,52,56.0,3.0,0.0,0.0,10,2009
1083,2,2009-10-21,70,55,62.5,50,55.0,2.0,0.0,0.01,10,2009
1084,1,2009-10-22,58,48,53.0,48,50.0,12.0,0.0,1.03,10,2009
1085,2,2009-10-22,58,49,53.5,49,51.0,11.0,0.0,0.84,10,2009
1086,1,2009-10-23,61,42,51.5,49,50.0,13.0,0.0,0.89,10,2009
1087,2,2009-10-23,62,44,53.0,50,51.0,12.0,0.0,1.29,10,2009
1088,1,2009-10-24,50,38,44.0,37,40.0,21.0,0.0,0.04,10,2009
1089,2,2009-10-24,49,39,44.0,37,41.0,21.0,0.0,0.05,10,2009
1090,1,2009-10-25,62,44,53.0,45,49.0,12.0,0.0,0.27,10,2009
1091,2,2009-10-25,63,44,53.5,43,48.0,11.0,0.0,0.24,10,2009
1092,1,2009-10-26,55,49,52.0,48,49.0,13.0,0.0,0.11,10,2009
1093,2,2009-10-26,55,50,52.5,47,49.0,12.0,0.0,0.13,10,2009
1094,1,2009-10-27,51,45,48.0,45,47.0,17.0,0.0,0.06,10,2009
1095,2,2009-10-27,52,48,50.0,46,48.0,15.0,0.0,0.16,10,2009
1096,1,2009-10-28,57,50,53.5,49,51.0,11.0,0.0,0.0,10,2009
1097,2,2009-10-28,58,50,54.0,49,51.0,11.0,0.0,0.0,10,2009
1098,1,2009-10-29,60,47,53.5,50,52.0,11.0,0.0,0.6,10,2009
1099,2,2009-10-29,60,48,54.0,50,52.0,11.0,0.0,1.05,10,2009
1100,1,2009-10-30,67,46,56.5,53,56.0,8.0,0.0,0.81,10,2009
1101,2,2009-10-30,68,47,57.5,54,56.0,7.0,0.0,1.15,10,2009
1102,1,2009-10-31,46,35,40.5,31,38.0,24.0,0.0,0.0,10,2009
1103,2,2009-10-31,47,37,42.0,31,38.0,23.0,0.0,0.01,10,2009
1104,1,2010-05-01,70,58,64.0,53,58.0,1.0,0.0,0.11,5,2010
1105,2,2010-05-01,71,61,66.0,54,59.0,0.0,1.0,0.01,5,2010
1106,1,2010-05-02,69,53,61.0,52,56.0,4.0,0.0,0.93,5,2010
1107,2,2010-05-02,68,54,61.0,52,56.0,4.0,0.0,0.31,5,2010
1108,1,2010-05-03,72,50,61.0,45,53.0,4.0,0.0,0.0,5,2010
1109,2,2010-05-03,72,52,62.0,45,53.0,3.0,0.0,0.0,5,2010
1110,1,2010-05-04,79,50,64.5,44,54.0,0.0,0.0,0.0,5,2010
1111,2,2010-05-04,80,53,66.5,43,54.0,0.0,2.0,0.0,5,2010
1112,1,2010-05-05,72,56,64.0,37,51.0,1.0,0.0,0.0,5,2010
1113,2,2010-05-05,73,57,65.0,37,51.0,0.0,0.0,0.0,5,2010
1114,1,2010-05-06,63,46,54.5,39,46.0,10.0,0.0,0.01,5,2010
1115,2,2010-05-06,60,48,54.0,39,46.0,11.0,0.0,0.05,5,2010
1116,1,2010-05-07,59,45,52.0,46,48.0,13.0,0.0,0.72,5,2010
1117,2,2010-05-07,59,46,52.5,46,49.0,12.0,0.0,0.74,5,2010
1118,1,2010-05-08,50,42,46.0,35,41.0,19.0,0.0,0.02,5,2010
1119,2,2010-05-08,50,42,46.0,35,41.0,19.0,0.0,0.08,5,2010
1120,1,2010-05-09,58,38,48.0,29,40.0,17.0,0.0,0.0,5,2010
1121,2,2010-05-09,56,37,46.5,29,40.0,18.0,0.0,0.0,5,2010
1122,1,2010-05-10,58,41,49.5,31,42.0,15.0,0.0,0.0,5,2010
1123,2,2010-05-10,58,43,50.5,29,42.0,14.0,0.0,0.0,5,2010
1124,1,2010-05-11,52,44,48.0,46,47.0,17.0,0.0,0.97,5,2010
1125,2,2010-05-11,59,44,51.5,46,48.0,13.0,0.0,0.72,5,2010
1126,1,2010-05-12,51,44,47.5,45,46.0,17.0,0.0,0.12,5,2010
1127,2,2010-05-12,53,46,49.5,45,47.0,15.0,0.0,0.14,5,2010
1128,1,2010-05-13,73,48,60.5,53,55.0,4.0,0.0,1.49,5,2010
1129,2,2010-05-13,78,49,63.5,54,57.0,1.0,0.0,0.97,5,2010
1130,1,2010-05-14,66,47,56.5,44,50.0,8.0,0.0,0.0,5,2010
1131,2,2010-05-14,67,49,58.0,43,51.0,7.0,0.0,0.0,5,2010
1132,1,2010-05-15,61,43,52.0,42,48.0,13.0,0.0,0.0,5,2010
1133,2,2010-05-15,63,47,55.0,41,48.0,10.0,0.0,0.0,5,2010
1134,1,2010-05-16,66,41,53.5,43,49.0,11.0,0.0,0.0,5,2010
1135,2,2010-05-16,66,46,56.0,43,50.0,9.0,0.0,0.0,5,2010
1136,1,2010-05-17,58,50,54.0,42,48.0,11.0,0.0,0.01,5,2010
1137,2,2010-05-17,60,52,56.0,43,49.0,9.0,0.0,0.11,5,2010
1138,1,2010-05-18,65,46,55.5,40,48.0,9.0,0.0,0.0,5,2010
1139,2,2010-05-18,62,49,55.5,41,48.0,9.0,0.0,0.0,5,2010
1140,1,2010-05-19,74,44,59.0,39,51.0,6.0,0.0,0.0,5,2010
1141,2,2010-05-19,73,46,59.5,39,50.0,5.0,0.0,0.0,5,2010
1142,1,2010-05-20,74,47,60.5,49,55.0,4.0,0.0,0.05,5,2010
1143,2,2010-05-20,72,51,61.5,49,55.0,3.0,0.0,0.09,5,2010
1144,1,2010-05-21,73,56,64.5,58,60.0,0.0,0.0,0.21,5,2010
1145,2,2010-05-21,72,56,64.0,58,60.0,1.0,0.0,0.4,5,2010
1146,1,2010-05-22,74,58,66.0,59,61.0,0.0,1.0,0.0,5,2010
1147,2,2010-05-22,72,58,65.0,59,61.0,0.0,0.0,0.01,5,2010
1148,1,2010-05-23,89,62,75.5,66,69.0,0.0,11.0,0.0,5,2010
1149,2,2010-05-23,89,65,77.0,65,69.0,0.0,12.0,0.0,5,2010
1150,1,2010-05-24,91,70,80.5,67,72.0,0.0,16.0,0.0,5,2010
1151,2,2010-05-24,91,73,82.0,66,71.0,0.0,17.0,0.0,5,2010
1152,1,2010-05-25,88,69,78.5,62,68.0,0.0,14.0,0.0,5,2010
1153,2,2010-05-25,87,71,79.0,61,68.0,0.0,14.0,0.0,5,2010
1154,1,2010-05-26,87,66,76.5,63,68.0,0.0,12.0,0.0,5,2010
1155,2,2010-05-26,85,70,77.5,62,68.0,0.0,13.0,0.0,5,2010
1156,1,2010-05-27,77,61,69.0,50,59.0,0.0,4.0,0.0,5,2010
1157,2,2010-05-27,77,63,70.0,50,59.0,0.0,5.0,0.0,5,2010
1158,1,2010-05-28,79,57,68.0,50,58.0,0.0,3.0,0.0,5,2010
1159,2,2010-05-28,76,59,67.5,49,58.0,0.0,3.0,0.0,5,2010
1160,1,2010-05-29,86,59,72.5,57,63.0,0.0,8.0,0.0,5,2010
1161,2,2010-05-29,84,62,73.0,57,63.0,0.0,8.0,0.0,5,2010
1162,1,2010-05-30,91,61,76.0,59,66.0,0.0,11.0,0.0,5,2010
1163,2,2010-05-30,91,64,77.5,59,66.0,0.0,13.0,0.0,5,2010
1164,1,2010-05-31,81,66,73.5,64,67.0,0.0,9.0,0.26,5,2010
1165,2,2010-05-31,84,65,74.5,65,67.0,0.0,10.0,1.57,5,2010
1166,1,2010-06-01,85,63,74.0,62,67.0,0.0,9.0,0.0,6,2010
1167,2,2010-06-01,84,65,74.5,63,67.0,0.0,10.0,0.0,6,2010
1168,1,2010-06-02,77,57,67.0,61,64.0,0.0,2.0,1.02,6,2010
1169,2,2010-06-02,77,59,68.0,61,64.0,0.0,3.0,1.3,6,2010
1170,1,2010-06-03,71,56,63.5,46,55.0,1.0,0.0,0.0,6,2010
1171,2,2010-06-03,71,58,64.5,46,55.0,0.0,0.0,0.0,6,2010
1172,1,2010-06-04,83,57,70.0,60,65.0,0.0,5.0,0.0,6,2010
1173,2,2010-06-04,83,60,71.5,59,64.0,0.0,7.0,0.0,6,2010
1174,1,2010-06-05,79,60,69.5,65,67.0,0.0,5.0,0.15,6,2010
1175,2,2010-06-05,79,60,69.5,63,66.0,0.0,5.0,0.51,6,2010
1176,1,2010-06-06,76,55,65.5,55,59.0,0.0,1.0,0.0,6,2010
1177,2,2010-06-06,75,58,66.5,54,59.0,0.0,2.0,0.0,6,2010
1178,1,2010-06-07,70,54,62.0,49,55.0,3.0,0.0,0.0,6,2010
1179,2,2010-06-07,69,56,62.5,48,55.0,2.0,0.0,0.0,6,2010
1180,1,2010-06-08,67,58,62.5,57,59.0,2.0,0.0,0.45,6,2010
1181,2,2010-06-08,67,59,63.0,57,59.0,2.0,0.0,0.33,6,2010
1182,1,2010-06-09,83,65,74.0,56,63.0,0.0,9.0,0.0,6,2010
1183,2,2010-06-09,83,67,75.0,55,63.0,0.0,10.0,0.0,6,2010
1184,1,2010-06-10,77,58,67.5,54,60.0,0.0,3.0,0.0,6,2010
1185,2,2010-06-10,75,60,67.5,54,60.0,0.0,3.0,0.0,6,2010
1186,1,2010-06-11,89,64,76.5,67,71.0,0.0,12.0,0.02,6,2010
1187,2,2010-06-11,88,64,76.0,67,71.0,0.0,11.0,0.41,6,2010
1188,1,2010-06-12,77,62,69.5,63,65.0,0.0,5.0,0.34,6,2010
1189,2,2010-06-12,77,62,69.5,63,65.0,0.0,5.0,0.12,6,2010
1190,1,2010-06-13,71,62,66.5,62,64.0,0.0,2.0,0.25,6,2010
1191,2,2010-06-13,73,61,67.0,61,63.0,0.0,2.0,0.25,6,2010
1192,1,2010-06-14,70,60,65.0,61,62.0,0.0,0.0,0.0,6,2010
1193,2,2010-06-14,72,61,66.5,61,63.0,0.0,2.0,0.01,6,2010
1194,1,2010-06-15,79,60,69.5,66,67.0,0.0,5.0,0.59,6,2010
1195,2,2010-06-15,79,61,70.0,65,67.0,0.0,5.0,0.88,6,2010
1196,1,2010-06-16,82,63,72.5,61,65.0,0.0,8.0,0.0,6,2010
1197,2,2010-06-16,86,65,75.5,60,65.0,0.0,11.0,0.0,6,2010
1198,1,2010-06-17,84,64,74.0,62,67.0,0.0,9.0,0.0,6,2010
1199,2,2010-06-17,84,67,75.5,61,67.0,0.0,11.0,0.0,6,2010
1200,1,2010-06-18,90,67,78.5,66,69.0,0.0,14.0,0.87,6,2010
1201,2,2010-06-18,91,66,78.5,66,69.0,0.0,14.0,0.66,6,2010
1202,1,2010-06-19,85,66,75.5,61,66.0,0.0,11.0,0.0,6,2010
1203,2,2010-06-19,86,66,76.0,60,66.0,0.0,11.0,0.0,6,2010
1204,1,2010-06-20,81,64,72.5,61,65.0,0.0,8.0,0.0,6,2010
1205,2,2010-06-20,80,67,73.5,60,65.0,0.0,9.0,0.0,6,2010
1206,1,2010-06-21,85,67,76.0,66,69.0,0.0,11.0,0.22,6,2010
1207,2,2010-06-21,85,68,76.5,66,69.0,0.0,12.0,0.4,6,2010
1208,1,2010-06-22,85,69,77.0,68,71.0,0.0,12.0,0.0,6,2010
1209,2,2010-06-22,86,70,78.0,68,71.0,0.0,13.0,0.0,6,2010
1210,1,2010-06-23,87,69,78.0,70,71.0,0.0,13.0,0.87,6,2010
1211,2,2010-06-23,87,67,77.0,69,71.0,0.0,12.0,1.23,6,2010
1212,1,2010-06-24,84,65,74.5,60,65.0,0.0,10.0,0.0,6,2010
1213,2,2010-06-24,81,65,73.0,59,65.0,0.0,8.0,0.0,6,2010
1214,1,2010-06-25,84,62,73.0,62,67.0,0.0,8.0,0.0,6,2010
1215,2,2010-06-25,84,66,75.0,61,66.0,0.0,10.0,0.0,6,2010
1216,1,2010-06-26,87,69,78.0,66,70.0,0.0,13.0,0.85,6,2010
1217,2,2010-06-26,88,68,78.0,65,69.0,0.0,13.0,0.7,6,2010
1218,1,2010-06-27,85,72,78.5,70,73.0,0.0,14.0,0.54,6,2010
1219,2,2010-06-27,87,72,79.5,69,72.0,0.0,15.0,0.88,6,2010
1220,1,2010-06-28,82,63,72.5,59,65.0,0.0,8.0,0.0,6,2010
1221,2,2010-06-28,82,65,73.5,59,65.0,0.0,9.0,0.0,6,2010
1222,1,2010-06-29,75,59,67.0,53,59.0,0.0,2.0,0.0,6,2010
1223,2,2010-06-29,73,62,67.5,52,59.0,0.0,3.0,0.0,6,2010
1224,1,2010-06-30,75,56,65.5,50,57.0,0.0,1.0,0.0,6,2010
1225,2,2010-06-30,76,57,66.5,50,57.0,0.0,2.0,0.0,6,2010
1226,1,2010-07-01,77,55,66.0,48,57.0,0.0,1.0,0.0,7,2010
1227,2,2010-07-01,77,58,67.5,47,57.0,0.0,3.0,0.0,7,2010
1228,1,2010-07-02,83,59,71.0,53,61.0,0.0,6.0,0.0,7,2010
1229,2,2010-07-02,83,62,72.5,50,60.0,0.0,8.0,0.0,7,2010
1230,1,2010-07-03,87,60,73.5,56,63.0,0.0,9.0,0.0,7,2010
1231,2,2010-07-03,87,64,75.5,54,63.0,0.0,11.0,0.0,7,2010
1232,1,2010-07-04,91,68,79.5,66,71.0,0.0,15.0,0.0,7,2010
1233,2,2010-07-04,92,72,82.0,65,71.0,0.0,17.0,0.03,7,2010
1234,1,2010-07-05,91,78,84.5,64,71.0,0.0,20.0,0.0,7,2010
1235,2,2010-07-05,90,79,84.5,63,70.0,0.0,20.0,0.0,7,2010
1236,1,2010-07-06,90,73,81.5,69,73.0,0.0,17.0,0.37,7,2010
1237,2,2010-07-06,91,75,83.0,68,72.0,0.0,18.0,0.04,7,2010
1238,1,2010-07-07,93,71,82.0,70,73.0,0.0,17.0,0.2,7,2010
1239,2,2010-07-07,94,72,83.0,69,73.0,0.0,18.0,0.05,7,2010
1240,1,2010-07-08,88,73,80.5,70,73.0,0.0,16.0,0.16,7,2010
1241,2,2010-07-08,87,74,80.5,69,72.0,0.0,16.0,0.15,7,2010
1242,1,2010-07-09,88,70,79.0,59,67.0,0.0,14.0,0.0,7,2010
1243,2,2010-07-09,87,72,79.5,59,67.0,0.0,15.0,0.0,7,2010
1244,1,2010-07-10,89,69,79.0,61,68.0,0.0,14.0,0.0,7,2010
1245,2,2010-07-10,89,69,79.0,59,67.0,0.0,14.0,0.01,7,2010
1246,1,2010-07-11,85,66,75.5,63,67.0,0.0,11.0,0.79,7,2010
1247,2,2010-07-11,85,67,76.0,62,67.0,0.0,11.0,0.77,7,2010
1248,1,2010-07-12,84,65,74.5,65,68.0,0.0,10.0,0.0,7,2010
1249,2,2010-07-12,84,65,74.5,64,68.0,0.0,10.0,0.01,7,2010
1250,1,2010-07-13,84,70,77.0,65,69.0,0.0,12.0,0.17,7,2010
1251,2,2010-07-13,84,71,77.5,64,68.0,0.0,13.0,0.02,7,2010
1252,1,2010-07-14,90,70,80.0,71,74.0,0.0,15.0,0.0,7,2010
1253,2,2010-07-14,91,72,81.5,69,73.0,0.0,17.0,0.0,7,2010
1254,1,2010-07-15,90,71,80.5,69,73.0,0.0,16.0,0.01,7,2010
1255,2,2010-07-15,92,73,82.5,69,73.0,0.0,18.0,0.0,7,2010
1256,1,2010-07-16,90,67,78.5,62,68.0,0.0,14.0,0.0,7,2010
1257,2,2010-07-16,90,68,79.0,60,68.0,0.0,14.0,0.0,7,2010
1258,1,2010-07-17,93,71,82.0,63,70.0,0.0,17.0,0.0,7,2010
1259,2,2010-07-17,92,71,81.5,64,70.0,0.0,17.0,0.0,7,2010
1260,1,2010-07-18,92,72,82.0,69,73.0,0.0,17.0,0.01,7,2010
1261,2,2010-07-18,91,74,82.5,69,73.0,0.0,18.0,0.29,7,2010
1262,1,2010-07-19,84,69,76.5,66,70.0,0.0,12.0,0.01,7,2010
1263,2,2010-07-19,84,72,78.0,66,70.0,0.0,13.0,0.0,7,2010
1264,1,2010-07-20,86,68,77.0,68,70.0,0.0,12.0,0.0,7,2010
1265,2,2010-07-20,85,69,77.0,66,70.0,0.0,12.0,0.0,7,2010
1266,1,2010-07-21,91,72,81.5,65,70.0,0.0,17.0,0.0,7,2010
1267,2,2010-07-21,90,73,81.5,66,71.0,0.0,17.0,0.0,7,2010
1268,1,2010-07-22,90,69,79.5,71,74.0,0.0,15.0,0.01,7,2010
1269,2,2010-07-22,90,72,81.0,70,74.0,0.0,16.0,0.02,7,2010
1270,1,2010-07-23,94,70,82.0,71,74.0,0.0,17.0,2.79,7,2010
1271,2,2010-07-23,95,71,83.0,71,74.0,0.0,18.0,3.15,7,2010
1272,1,2010-07-24,87,69,78.0,71,73.0,0.0,13.0,3.64,7,2010
1273,2,2010-07-24,87,69,78.0,70,72.0,0.0,13.0,4.73,7,2010
1274,1,2010-07-25,81,66,73.5,59,65.0,0.0,9.0,0.0,7,2010
1275,2,2010-07-25,81,68,74.5,60,66.0,0.0,10.0,0.52,7,2010
1276,1,2010-07-26,84,61,72.5,62,67.0,0.0,8.0,0.0,7,2010
1277,2,2010-07-26,84,64,74.0,62,67.0,0.0,9.0,0.0,7,2010
1278,1,2010-07-27,88,68,78.0,67,71.0,0.0,13.0,0.0,7,2010
1279,2,2010-07-27,88,71,79.5,66,71.0,0.0,15.0,0.0,7,2010
1280,1,2010-07-28,88,73,80.5,71,74.0,0.0,16.0,0.0,7,2010
1281,2,2010-07-28,91,77,84.0,71,75.0,0.0,19.0,0.0,7,2010
1282,1,2010-07-29,82,67,74.5,58,65.0,0.0,10.0,0.0,7,2010
1283,2,2010-07-29,81,69,75.0,59,65.0,0.0,10.0,0.0,7,2010
1284,1,2010-07-30,80,69,74.5,60,65.0,0.0,10.0,0.0,7,2010
1285,2,2010-07-30,79,71,75.0,59,65.0,0.0,10.0,0.0,7,2010
1286,1,2010-07-31,80,65,72.5,64,67.0,0.0,8.0,0.68,7,2010
1287,2,2010-07-31,78,65,71.5,63,66.0,0.0,7.0,0.6,7,2010
1288,1,2010-08-01,86,65,75.5,65,68.0,0.0,11.0,0.0,8,2010
1289,2,2010-08-01,84,66,75.0,64,68.0,0.0,10.0,0.0,8,2010
1290,1,2010-08-02,84,67,75.5,67,70.0,0.0,11.0,0.0,8,2010
1291,2,2010-08-02,84,70,77.0,66,70.0,0.0,12.0,0.08,8,2010
1292,1,2010-08-03,86,66,76.0,71,73.0,0.0,11.0,0.28,8,2010
1293,2,2010-08-03,87,65,76.0,70,73.0,0.0,11.0,1.6,8,2010
1294,1,2010-08-04,83,71,77.0,72,73.0,0.0,12.0,0.48,8,2010
1295,2,2010-08-04,81,71,76.0,71,73.0,0.0,11.0,0.57,8,2010
1296,1,2010-08-05,83,68,75.5,62,67.0,0.0,11.0,0.0,8,2010
1297,2,2010-08-05,84,68,76.0,62,67.0,0.0,11.0,0.0,8,2010
1298,1,2010-08-06,82,64,73.0,59,64.0,0.0,8.0,0.0,8,2010
1299,2,2010-08-06,82,64,73.0,58,64.0,0.0,8.0,0.0,8,2010
1300,1,2010-08-07,83,62,72.5,64,68.0,0.0,8.0,0.0,8,2010
1301,2,2010-08-07,84,66,75.0,63,67.0,0.0,10.0,0.0,8,2010
1302,1,2010-08-08,87,69,78.0,67,70.0,0.0,13.0,0.08,8,2010
1303,2,2010-08-08,87,71,79.0,66,70.0,0.0,14.0,0.05,8,2010
1304,1,2010-08-09,88,72,80.0,71,74.0,0.0,15.0,0.15,8,2010
1305,2,2010-08-09,89,75,82.0,69,73.0,0.0,17.0,0.0,8,2010
1306,1,2010-08-10,89,75,82.0,71,74.0,0.0,17.0,0.0,8,2010
1307,2,2010-08-10,88,77,82.5,71,74.0,0.0,18.0,0.0,8,2010
1308,1,2010-08-11,90,75,82.5,70,74.0,0.0,18.0,0.0,8,2010
1309,2,2010-08-11,90,77,83.5,69,74.0,0.0,19.0,0.0,8,2010
1310,1,2010-08-12,92,74,83.0,70,74.0,0.0,18.0,0.0,8,2010
1311,2,2010-08-12,89,75,82.0,69,74.0,0.0,17.0,0.0,8,2010
1312,1,2010-08-13,92,73,82.5,70,74.0,0.0,18.0,0.25,8,2010
1313,2,2010-08-13,93,72,82.5,70,74.0,0.0,18.0,0.66,8,2010
1314,1,2010-08-14,88,72,80.0,69,73.0,0.0,15.0,0.0,8,2010
1315,2,2010-08-14,88,72,80.0,68,72.0,0.0,15.0,0.0,8,2010
